,date,1. open,2. high,3. low,4. close,5. volume,EMA,Volume_Oscillator,RSI,%K,%D,+DI,-DI,ADX,PVT,Target,Comprehensive_RRR
25,2024-12-30 06:39:00,2.32,2.32,2.32,2.32,35.0,2.305182016184623,-75.80430736506248,63.15789473684203,100.0,80.95238095238089,56.521739130434824,43.478260869565176,32.04773597295899,-11.130284481395098,0.01754385964912286,0.0
26,2024-12-30 06:42:00,2.29,2.3,2.29,2.3,600.0,2.3034546774564153,271.4744324696171,54.999999999999986,71.42857142857135,71.42857142857135,48.000000000000135,51.99999999999987,30.37891876865789,-16.302698274498525,-0.008620689655172376,0.0030358970382419856
27,2024-12-30 06:43:00,2.3,2.3,2.3,2.3,300.0,2.302303118304277,80.21883715940784,52.631578947368354,71.42857142857135,80.95238095238089,45.83333333333343,54.16666666666657,29.267807657546765,-16.302698274498525,0.0,0.0
28,2024-12-30 06:44:00,2.28,2.28,2.28,2.28,100.0,2.2948687455361845,-39.08842680109221,50.0,33.33333333333333,58.73015873015867,50.0000000000001,49.9999999999999,27.045585435324558,-17.172263491889836,-0.008695652173913104,0.0
29,2024-12-30 06:49:00,2.3,2.3,2.3,2.3,1500.0,2.2965791636907897,618.7350263536176,54.54545454545455,66.66666666666666,57.14285714285711,54.166666666666764,45.83333333333324,25.3789187686579,-4.014368755047691,0.00877192982456143,0.0
30,2024-12-30 06:52:00,2.28,2.28,2.28,2.28,6.0,2.29105277579386,-97.03207276208713,52.17391304347821,33.33333333333333,44.444444444444436,52.00000000000004,47.99999999999996,23.303243092982235,-4.06654266809117,-0.008695652173913104,0.0
31,2024-12-30 06:53:00,2.28,2.28,2.27,2.27,200.0,2.2840351838625734,-1.0360290706664605,52.17391304347831,16.666666666667037,38.88888888888901,52.000000000000135,47.999999999999865,21.113769408771727,-4.943735650547291,-0.004385964912280604,0.0
32,2024-12-30 06:54:00,2.3,2.3,2.3,2.3,100.0,2.2893567892417157,-49.74874371859296,57.6923076923077,66.66666666666666,38.88888888888901,51.85185185185198,44.44444444444439,18.923887218889554,-3.6221497474636024,0.013215859030836885,0.0
33,2024-12-30 06:55:00,2.3,2.3,2.29,2.29,210.0,2.2895711928278106,5.356352368304565,55.55555555555561,40.00000000000018,41.11111111111129,50.000000000000156,46.42857142857134,13.883444477297415,-4.535193225724443,-0.004347826086956386,0.0
34,2024-12-30 06:59:00,2.29,2.29,2.29,2.29,1.0,2.289714128551874,-99.4836234877545,47.826086956521785,40.00000000000018,48.88888888888901,41.66666666666682,54.166666666666586,11.819676361355375,-4.535193225724443,0.0,0.0
35,2024-12-30 07:00:00,2.29,2.3,2.26,2.27,1293.0,2.283142752367916,476.7315078676744,44.00000000000003,16.666666666667037,32.22222222222246,35.71428571428583,57.14285714285716,10.749442247643001,-15.827769644938444,-0.008733624454148492,0.0026021974613502814
36,2024-12-30 07:01:00,2.3,2.3,2.3,2.3,195.0,2.288761834911944,-12.714735059278977,50.0,66.66666666666666,41.11111111111129,32.258064516129146,51.61290322580649,9.679208133930628,-13.250677133925251,0.013215859030836885,0.0
37,2024-12-30 07:02:00,2.3,2.3,2.3,2.3,6.0,2.2925078899412963,-97.24371373307544,46.153846153846146,66.66666666666666,50.00000000000012,27.58620689655183,55.1724137931035,10.452154993834009,-13.250677133925251,0.0,0.0
38,2024-12-30 07:30:00,2.3,2.3,2.3,2.3,437.0,2.295005259960864,95.69410954185325,46.153846153846146,66.66666666666666,66.66666666666666,27.58620689655183,55.1724137931035,12.282220353311118,-13.250677133925251,0.0,0.0
39,2024-12-30 07:31:00,2.32,2.34,2.32,2.34,25.0,2.310003506640576,-88.55049232882986,61.53846153846158,100.0,77.77777777777777,41.37931034482774,41.379310344827594,11.931343160328682,-12.815894525229595,0.01739130434782621,0.005828922313424768
40,2024-12-30 07:33:00,2.34,2.34,2.34,2.34,10.0,2.3200023377603842,-95.3110704483074,54.54545454545457,100.0,88.8888888888889,32.00000000000014,48.000000000000036,12.395111276270692,-12.815894525229595,0.0,0.0
41,2024-12-30 07:34:00,2.3,2.31,2.3,2.31,115.0,2.31666822517359,-45.47917372163901,52.17391304347832,62.50000000000028,87.5000000000001,30.769230769230877,50.000000000000085,13.715746196905627,-14.290253499588564,-0.012820512820512775,0.0028023664968388905
42,2024-12-30 07:37:00,2.31,2.31,2.31,2.31,15.0,2.3144454834490604,-92.73157538877619,52.17391304347832,62.50000000000028,75.00000000000018,30.769230769230877,50.000000000000085,14.747492228651668,-14.290253499588564,0.0,0.0
43,2024-12-30 07:40:00,2.33,2.33,2.33,2.33,6.0,2.319630322299374,-97.02702702702702,60.869565217391404,87.50000000000028,70.83333333333361,38.461538461538595,42.30769230769237,15.06495254611196,-14.238305447640514,0.008658008658008587,0.0
44,2024-12-30 07:44:00,2.33,2.33,2.32,2.33,814.0,2.323086881532916,277.86259541984737,57.14285714285724,87.50000000000028,79.16666666666696,32.000000000000085,48.00000000000013,15.842730323889727,-14.238305447640514,0.0,0.0
45,2024-12-30 07:45:00,2.33,2.33,2.33,2.33,171.0,2.3253912543552775,-20.2635580334516,63.15789473684224,87.50000000000028,87.50000000000028,34.78260869565227,43.47826086956535,16.316804397963796,-14.238305447640514,0.0,0.0
46,2024-12-30 07:49:00,2.3,2.3,2.3,2.3,5.0,2.3169275029035186,-97.61904761904762,57.14285714285711,50.0,75.00000000000018,32.00000000000003,48.00000000000022,17.383471064630456,-14.302683130043947,-0.012875536480686844,0.0
47,2024-12-30 07:53:00,2.33,2.38,2.33,2.38,3175.0,2.337951668602346,1068.2637025680338,65.38461538461542,100.0,79.16666666666676,46.666666666666664,40.00000000000015,17.383471064630434,96.13209947865177,0.034782608695652195,0.012562332572036016
48,2024-12-30 08:00:00,2.3,2.4502,2.25,2.38,2462.0,2.3519677790682305,677.958341394209,67.99999999999997,64.93506493506483,71.6450216450216,28.559771521827816,38.75968992248074,18.146658494484523,96.13209947865177,0.0,0.022325176751234115
49,2024-12-30 08:01:00,2.38,2.38,2.2592,2.2823,740.0,2.328745186045487,127.73435095709978,48.89272361230949,16.133866133866228,60.35631035631035,22.913256955810144,31.09656301145673,18.287194287194257,65.75478855428207,-0.04105042016806715,0.0
50,2024-12-30 08:02:00,2.33,2.38,2.2873,2.38,952.0,2.345830124030325,182.2954822954823,62.929007992477665,64.93506493506483,48.66799866799863,20.936144758486623,23.927022581127638,17.19317719317718,106.50771323552463,0.04280769399290185,0.005703892979318065
51,2024-12-30 08:05:00,2.39,2.47,2.39,2.47,1011.0,2.3872200826868837,188.69851729818782,67.5113308611455,100.0,60.35631035631036,31.56305749965695,21.956909564978787,16.851296851296844,144.7388056724995,0.037815126050420256,0.007999070006072103
52,2024-12-30 08:06:00,2.39,2.47,2.39,2.47,2.0,2.414813388457923,-99.4179661761476,67.5113308611455,100.0,88.31168831168827,28.44070730802525,19.784839866452383,15.82565582565582,144.7388056724995,0.0,0.007207768410318711
53,2024-12-30 08:09:00,2.44,2.44,2.44,2.44,100.0,2.4232089256386153,-70.51114023591087,63.58168412883199,86.36363636363626,95.45454545454542,27.423393346846325,19.077143197806173,14.800014800014797,143.52423077371407,-0.012145748987854366,0.0
54,2024-12-30 08:10:00,2.44,2.45,2.44,2.45,23.0,2.432139283759077,-93.10062721570766,61.330861145447074,90.9090909090909,92.4242424242424,24.73104983306545,19.784839866452373,15.540755540755523,143.61849306879603,0.004098360655737876,0.0009009710512898582
55,2024-12-30 08:12:00,2.4326,2.45,2.4326,2.44,191.0,2.4347595225060514,-42.26492497031199,60.0928542591845,86.36363636363626,87.87878787878782,24.210144050357126,20.26389057014893,14.798966391780755,142.83890123206132,-0.004081632653061273,0.0016127599582367398
56,2024-12-30 08:14:00,2.45,2.45,2.38,2.45,249.0,2.4398396816707013,-24.404793608521974,64.72444257467394,90.9090909090909,89.39393939393938,23.361756804111693,21.025581123700526,13.56254199746163,143.85939303534005,0.004098360655737876,0.0
57,2024-12-30 08:16:00,2.4442,2.4442,2.4442,2.4442,100.0,2.4412931211138007,-69.27152317880795,63.94430590191184,88.27272727272715,88.51515151515144,23.204548091425934,20.88409328228335,12.326117603142501,143.62265834146248,-0.002367346938775605,0.0
58,2024-12-30 08:17:00,2.4442,2.4442,2.4442,2.4442,100.0,2.442262080742534,-68.9064558629776,62.38074588031218,88.27272727272715,89.15151515151508,21.380211426535237,21.380211426535237,12.008657285682192,143.62265834146248,0.0,0.0
59,2024-12-30 08:20:00,2.37,2.44,2.37,2.44,29.0,2.441508053828356,-90.84403283519259,61.817791147400044,86.36363636363626,87.63636363636353,19.865357024611,26.950667696722185,11.684281991009858,143.5728260855096,-0.0017183536535471111,0.0056288566650994675
60,2024-12-30 08:23:00,2.44,2.44,2.44,2.44,100.0,2.441005369218904,-68.57651618309417,61.817791147400044,86.36363636363626,86.9999999999999,19.865357024611,26.950667696722185,11.952499288930117,143.5728260855096,0.0,0.0
61,2024-12-30 08:24:00,2.37,2.37,2.37,2.37,3.0,2.417336912812603,-99.05739421868454,56.92520775623271,54.54545454545454,75.7575757575757,19.025472994398093,30.039107916710645,12.11564735729143,143.4867605117391,-0.02868852459016391,0.0
62,2024-12-30 08:25:00,2.4127,2.4399,2.4127,2.4399,21.0,2.424857941875069,-93.40797321335147,56.046840298808824,86.31818181818183,75.74242424242422,18.151709401709443,30.3632478632478,13.280871328064837,144.1061276003467,0.029493670886076018,0.0026934405906012746
63,2024-12-30 08:26:00,2.44,2.44,2.44,2.44,2.0,2.4299052945833792,-99.37218792508109,56.0557125555107,85.7685009487665,75.54404577080096,23.1009648050007,27.74833537165369,12.880070157621743,144.10620957091925,4.098528628215803e-05,0.0
64,2024-12-30 08:29:00,2.44,2.44,2.44,2.44,15.0,2.4332701963889196,-95.26390569910014,69.82650238873515,83.57963875205242,85.22210717300027,27.637782474394427,33.19785400747837,12.479268987178648,144.10620957091925,0.0,0.0
65,2024-12-30 08:30:00,2.42,2.42,2.42,2.42,10.0,2.4288467975926133,-96.81613159989388,56.24999999999998,49.99999999999978,73.11604656693957,31.633792333457382,41.71938965388895,12.951448929678206,144.0242423578045,-0.008196721311475419,0.0
66,2024-12-30 08:32:00,2.33,2.4127,2.33,2.4127,3.0,2.423464531728409,-99.04468740048827,37.9266750948167,59.07142857142852,64.21702244116024,14.886490509862291,58.46669147748402,15.71563215048243,144.01519277102764,-0.003016528925619766,0.013173695761921332
67,2024-12-30 08:33:00,2.42,2.42,2.42,2.42,5.0,2.4223096878189394,-98.40755878762141,39.77923139820111,74.99999999999982,61.35714285714272,18.786313750806936,67.61351409511495,18.28658935157662,144.0303210505485,0.0030256559041736963,0.0
68,2024-12-30 08:41:00,2.3514,2.3514,2.35,2.35,2.0,2.39820645854596,-99.35835739493102,34.18833450456785,16.666666666666664,50.24603174603168,17.297404398652645,76.124430354666,21.287957960580442,143.9724698108791,-0.028925619834710647,0.0
69,2024-12-30 08:43:00,2.4001,2.4001,2.4001,2.4001,1.0,2.3988376390306403,-99.67681120387827,42.31598398521711,58.416666666666664,50.02777777777772,23.12775330396474,70.52129221732736,23.92105754389563,143.99378895981525,0.02131914893617015,0.0
70,2024-12-30 08:45:00,2.37,2.37,2.37,2.37,300.0,2.3892250926870937,-3.562818108759705,39.84918793503482,33.33333333333333,36.13888888888889,22.60089686098654,72.98654708520172,26.84361857002059,140.23144572411672,-0.012541144118995096,0.0
71,2024-12-30 08:47:00,2.3,2.3,2.3,2.3,100.0,2.3594833951247294,-67.68112038782655,31.472332015810238,0.0,30.583333333333343,22.60089686098654,76.10762331838565,30.106527796566876,137.2778592262264,-0.029535864978903037,0.0
72,2024-12-30 08:48:00,2.3298,2.3902,2.3298,2.3902,4.0,2.3697222634164863,-98.706687503368,44.48078495502863,62.552011095700564,31.96178147634464,33.681258763047246,66.10063872877393,31.921666736813666,137.4347287914438,0.03921739130434787,0.006855953180613309
73,2024-12-30 08:51:00,2.3015,2.3015,2.3015,2.3015,130.0,2.3469815089443244,-57.346749056706955,37.65357328257484,1.0714285714286111,21.2078132223764,29.592116068984424,61.94908294552421,34.2781260669572,132.6104463046226,-0.03710986528324001,0.0
74,2024-12-30 08:53:00,2.39,2.39,2.39,2.39,1.0,2.361321005962883,-99.66540263216595,46.22470552703113,64.28571428571445,42.63638465094788,40.904819438850886,50.79876493489057,33.98843802292851,132.64889948732952,0.03845318270693032,0.0
75,2024-12-30 08:54:00,2.39,2.39,2.39,2.39,1.0,2.370880670641922,-99.66164777533413,46.22470552703113,64.28571428571445,43.21428571428584,40.904819438850886,50.79876493489057,33.69874997889982,132.64889948732952,0.0,0.0
76,2024-12-30 08:55:00,2.4,2.4,2.39,2.39,4.0,2.377253780427948,-98.61215520730931,51.688618709895316,64.28571428571445,64.28571428571445,45.94831362242664,45.02847130968026,32.26967348813439,132.64889948732952,0.0,0.0
77,2024-12-30 08:57:00,2.4,2.4,2.4,2.4,3.0,2.384835853618632,-98.93617021276596,46.25211346984781,71.42857142857143,66.66666666666679,39.16800000000002,49.34400000000004,31.358078751467453,132.66145178858474,0.004184100418409997,0.0
78,2024-12-30 08:58:00,2.37,2.37,2.34,2.34,69.0,2.369890569079088,-74.70210815765353,41.55690645052347,28.57142857142857,54.76190476190482,35.72784348080015,53.78887428821728,32.093855843250836,130.93645178858475,-0.025000000000000022,0.0
79,2024-12-30 09:00:00,2.3,2.3,2.3,2.3,200.0,2.3465937127193923,-26.672777268560953,38.927554571338185,0.0,33.33333333333334,33.75638019037112,56.33880535246243,33.15556095434062,127.51764836978131,-0.017094017094017144,0.0
80,2024-12-30 09:01:00,2.33,2.33,2.33,2.33,1.0,2.341062475146262,-99.63331907351952,42.9928371223918,25.000000000000185,17.85714285714293,37.379235270104836,52.85072799020275,33.38205223622484,127.53069184804218,0.013043478260869712,0.0
81,2024-12-30 09:03:00,2.35,2.41,2.35,2.39,93.0,2.3573749834308413,-66.08933454876937,48.366671463519936,75.00000000000018,33.333333333333464,48.9308870188992,41.16429852393435,29.99598286298784,129.9255416334499,0.025751072961373467,0.006092101080084384
82,2024-12-30 09:07:00,2.39,2.39,2.35,2.35,30.0,2.354916655620561,-89.07435508345979,45.189664650907105,45.45454545454557,48.48484848484865,45.855332629355914,39.38753959873285,26.734277024412286,129.4234495832407,-0.01673640167364021,0.0
83,2024-12-30 09:08:00,2.35,2.35,2.35,2.35,250.0,2.353277770413708,-9.796139274760952,50.0,45.45454545454557,55.30303030303045,50.523560209424126,33.21698662012801,23.91412043406405,129.4234495832407,0.0,0.0
84,2024-12-30 09:09:00,2.3,2.33,2.3,2.32,499.0,2.342185180275805,74.83211678832116,43.71764705882352,18.181818181818148,36.36363636363644,43.44727272727273,40.4945454545455,20.774785972654687,123.05323681728319,-0.01276595744680864,0.0033249861082054943
85,2024-12-30 09:10:00,2.4,2.4,2.4,2.4,10.0,2.3614567868505367,-96.49122807017544,52.182135583357564,90.90909090909072,51.51515151515148,49.99999999999997,33.67236235421757,18.5615991846455,123.3980644034901,0.034482758620689724,0.0
86,2024-12-30 09:12:00,2.4,2.4,2.4,2.4,7.0,2.3743045245670245,-97.45562488641183,58.09847748623258,90.90909090909072,66.66666666666653,55.244231345519914,26.71561282589156,17.268349023495787,123.3980644034901,0.0,0.0
87,2024-12-30 09:13:00,2.32,2.32,2.32,2.32,1.0,2.356203016378016,-99.62981243830207,44.2193675889328,18.181818181818148,66.66666666666653,42.37674984783929,39.30310407790631,15.353202239496545,123.36473107015676,-0.033333333333333326,0.0
88,2024-12-30 09:15:00,2.41,2.41,2.41,2.41,45.0,2.374135344252011,-83.28483872964773,58.915365653245686,100.0,69.69696969696963,55.960516324981015,34.927866362946105,14.539488662625077,125.11042072532919,0.03879310344827602,0.0
89,2024-12-30 09:22:00,2.33,2.33,2.33,2.33,1.0,2.359423562834674,-99.5905554797325,45.00000000000001,27.27272727272742,48.48484848484853,43.076923076923066,47.692307692307715,14.159201718840226,125.0772257045823,-0.03319502074688796,0.0
90,2024-12-30 09:26:00,2.3,2.3248,2.3,2.3248,34.0,2.3478823752231164,-86.10543522680834,44.61335095836089,22.545454545454824,49.93939393939409,41.17647058823527,50.000000000000036,14.085093014530502,125.00134587625612,-0.0022317596566523434,0.0026969640554652154
91,2024-12-30 09:30:00,2.35,2.35,2.31,2.32,10677.0,2.338588250148744,2446.2856234349533,44.262295081967196,18.181818181818148,22.66666666666681,41.577464788732364,47.88732394366199,14.487881218630667,102.95661084528389,-0.002064693737095835,0.0
92,2024-12-30 09:32:00,2.3101,2.3396,2.3101,2.3116,2681.0,2.3295921667658295,479.8846431146359,42.73504273504275,10.545454545454565,17.09090909090919,40.46607265250167,46.60726525017135,14.191624586733088,93.24954187976677,-0.003620689655172371,0.003210478122592046
93,2024-12-30 09:33:00,2.3154,2.3154,2.3154,2.3154,261.0,2.324861444510553,-43.65082220862869,47.772546178920685,14.000000000000032,14.242424242424258,43.843754641318824,41.586217139462356,13.022718262616765,93.67859534922513,0.001643883024744719,0.0
94,2024-12-30 09:34:00,2.33,2.33,2.33,2.33,1801.0,2.326574296340369,265.1786016018384,52.847380410022794,27.27272727272742,17.272727272727348,47.81602099089361,37.042753511344344,12.198081688248335,105.03499165223982,0.006305605942817705,0.0
95,2024-12-30 09:35:00,2.32,2.3451,2.3,2.3451,653.0,2.3327495308935795,35.3321128803841,51.47489744090642,41.00000000000001,27.424242424242497,42.202111613876255,40.72398190045253,11.173797109513469,109.26688006425695,0.006480686695278903,0.0031369200271646946
96,2024-12-30 09:36:00,2.32,2.3201,2.3,2.3,744.0,2.3218330205957196,51.32203389830507,40.94567404426559,0.0,22.757575757575818,31.81022130234034,42.98678554370326,11.595270647740534,94.95857764644958,-0.019231589271246463,1.2389309457228844e-05
97,2024-12-30 09:37:00,2.3,2.3373,2.3,2.3373,10013.0,2.3269886803971467,1420.6925355000378,48.71535504754197,33.909090909090914,24.969696969696987,34.6977934122161,43.17236968340264,11.814968547230723,257.34331677688573,0.01621739130434796,0.004345594865101193
98,2024-12-30 09:38:00,2.3,2.3029,2.3,2.3029,771.0,2.318959120264765,16.111543384955198,45.54567807830529,2.636363636363944,12.181818181818295,32.74483174890591,40.74241738343144,11.162705790583969,245.99586458846323,-0.01471783682026262,0.0003448644260840079
99,2024-12-30 09:39:00,2.3013,2.3013,2.3,2.3,5036.0,2.312639413509843,573.682333006332,48.006379585326954,0.0,12.181818181818295,35.2501624431448,35.73749187784275,10.97396651832643,239.65412156879162,-0.0012592817751532204,0.0
100,2024-12-30 09:40:00,2.2876,2.2876,2.25,2.2506,2936.0,2.291959609006562,268.70526183599145,34.14012738853508,0.37499999999995837,1.0037878787879768,25.102459016393414,46.10655737704913,11.639474954365287,176.59394765574828,-0.02147826086956517,0.0
101,2024-12-30 09:41:00,2.252,2.252,2.252,2.252,355.0,2.278639739337708,-55.64163438710483,34.33530906011856,1.2499999999998612,0.541666666666616,25.042589437819395,45.9965928449744,11.285365554499446,176.81477765663686,0.0006220563405312518,0.0
102,2024-12-30 09:42:00,2.29,2.3,2.27,2.27,662.0,2.275759826225139,-18.380766464604957,43.90838206627684,12.5,4.708333333333282,35.135135135135094,34.234234234234215,11.121076291849532,182.10607428185892,0.00799289520426294,0.0015669146003829577
103,2024-12-30 09:44:00,2.28,2.28,2.28,2.28,5014.0,2.277173217483426,460.5052819853558,30.326876513317174,29.999999999999776,14.583333333333222,22.10526315789469,40.0,11.49923449337973,204.19418000873023,0.004405286343612147,0.0
104,2024-12-30 09:45:00,2.26,2.28,2.23,2.26,12769.0,2.2714488116556173,1067.398061802889,37.056213017751446,24.999999999999815,22.499999999999872,23.595505617977487,35.955056179775255,12.54389924127441,92.18540807890533,-0.00877192982456143,0.003511398983990808
105,2024-12-30 09:46:00,2.27,2.3,2.27,2.3,3505.0,2.2809658744370784,204.95055247817638,45.937090432503226,58.33333333333315,37.777777777777594,27.472527472527442,28.571428571428513,12.029456905200188,154.22080630899393,0.017699115044247815,0.005267098475986173
106,2024-12-30 09:47:00,2.295,2.295,2.295,2.295,663.0,2.2856439162913857,-42.86124676817006,45.907007203667334,56.472632493483886,46.60198860893896,23.761904761904766,30.9523809523809,12.435387956112189,152.77950196116785,-0.0021739130434782483,0.0
107,2024-12-30 09:48:00,2.27,2.3,2.27,2.2801,2883.0,2.2837959441942575,149.50957765981997,44.95030458480284,43.52736750651611,52.77777777777772,23.733650416171244,36.86087990487509,13.409464856781378,134.0619856212986,-0.006492374727668837,0.005245610433247573
108,2024-12-30 09:49:00,2.28,2.28,2.22,2.27,14398.0,2.279197296129505,963.0537507383343,42.8661219358894,39.9680255795363,46.6560085265121,20.931208053691304,42.99496644295295,15.534256629158923,70.28416885887594,-0.004429630279373709,0.0
109,2024-12-30 09:50:00,2.22,2.2204,2.22,2.2204,868.0,2.25959819741967,-36.01336740711618,34.48471121177802,0.31974420463625636,27.93837909689623,16.634127294025774,40.02342834830141,17.440013224063808,51.31817766944865,-0.021850220264317155,6.239480104286135e-05
110,2024-12-30 09:51:00,2.255,2.255,2.255,2.255,509.0,2.258065464946447,-62.272541970870556,37.91253018513548,29.838022165387702,23.375263983186766,23.87881203906715,34.88140322902126,18.569486068841545,59.24981160927922,0.015582777877859666,0.0
111,2024-12-30 09:52:00,2.2405,2.2405,2.2405,2.2405,550.0,2.252210309964298,-59.000099393698434,41.30371236480562,17.476555839727013,15.878107403250333,25.429845043515165,40.225005306728875,19.075634546494072,55.71322624342554,-0.0064301552106430515,0.0
112,2024-12-30 09:56:00,2.2216,2.2216,2.2216,2.2216,455.0,2.242006873309532,-66.27172879010638,32.12851405622487,1.9300361881783163,16.41487139776435,22.664015904572583,46.03490170090564,20.61805692820416,51.875020485782194,-0.008435617049765587,0.0
