date,1. open,2. high,3. low,4. close,5. volume
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:40:00,32.7287,32.7287,32.7287,32.7287,801.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 10:48:00,32.71,32.71,32.71,32.71,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:09:00,32.46,32.46,32.46,32.46,100.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 13:11:00,32.48,32.48,32.48,32.48,206.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 15:03:00,32.3313,32.3313,32.3313,32.3313,3367.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:00:00,32.4,32.4,32.3641,32.3641,101.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 16:10:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 18:30:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
2025-01-02 20:00:00,32.3641,32.3641,32.3641,32.3641,100.0
